Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Update me on Supply Chain Content,Get updates on DM Content,I agree to pay the amount through cheque,A free copy of Mastering The Interview
0,4,No,No,0,110,9.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,Yes,No,0,265,3.5,2,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,109,7.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,98,3.0,3,10,0,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,339,2.0,4,10,11,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,211,3.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,1,703,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,1,No,No,0,408,6.5,3,10,6,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,4,No,No,0,366,3.67,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,Yes,No,0,106,5.0,4,30,17,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1099,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,0,220,11.0,1,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,235,8.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,0,463,3.5,4,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,398,2.0,3,20,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,1,No,No,0,623,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,281,4.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,46,3.0,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1468,9.0,1,10,2,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,Yes,No,0,615,2.5,2,10,14,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,4,No,No,0,64,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,107,2.0,3,10,2,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,663,5.0,4,0,12,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,3,10,0,5,0,No,No,No,No,No,No,No,No,No,No,No,0
2,2,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,3,10,12,5,0,No,No,No,No,No,No,No,No,No,No,No,0
2,2,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,0,185,3.0,0,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,321,4.0,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,1357,4.0,3,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,990,1.0,1,10,10,3,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,1412,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,746,4.0,3,10,7,5,0,No,No,No,No,No,No,No,No,No,No,No,0
2,2,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,267,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,0,59,5.5,1,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,1,No,No,1,1250,5.0,3,10,3,5,0,No,No,No,No,No,No,No,No,No,No,No,1
2,3,No,No,1,0,0.0,3,10,2,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,2,2.0,1,10,5,4,0,No,No,No,No,No,No,No,No,No,No,No,1
2,3,No,No,1,0,0.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,Yes,No,0,183,2.0,3,8,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,181,3.0,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,0,677,1.5,3,10,4,3,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1491,2.5,3,10,10,5,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,825,4.0,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,110,3.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1385,4.0,3,23,16,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,1,578,3.0,3,10,13,5,0,No,No,No,No,No,No,No,No,No,No,No,0
2,2,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,439,4.0,3,10,3,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,3,10,6,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,262,3.0,3,10,6,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,913,1.33,3,31,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,0,92,2.0,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,4,No,No,0,101,5.5,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,1429,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,1,No,No,0,127,3.67,3,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,362,5.0,4,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,1132,3.0,4,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,357,5.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,0,232,3.0,4,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,1,829,3.0,3,10,11,5,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,0,717,2.67,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1208,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,1577,1.5,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,Yes,No,0,347,4.0,2,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,0,133,3.5,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,0,151,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,308,1.5,3,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1712,3.0,1,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,41,1.0,0,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,4,No,No,1,1342,5.0,3,10,10,5,0,No,No,No,No,No,No,No,No,No,No,No,1
0,1,No,No,1,1125,9.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,1,373,6.5,3,10,3,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,1,No,No,1,1779,6.0,3,10,17,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,1,1387,1.67,3,10,0,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,4,No,No,0,1641,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,598,1.0,0,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1292,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,888,9.0,3,10,4,3,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,332,4.0,3,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,0,37,1.0,0,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,628,3.5,3,10,0,3,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,1,1291,5.0,0,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,0,726,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,0,99,13.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1092,3.0,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1152,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,156,2.0,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,305,2.33,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
3,6,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
3,6,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
3,6,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
3,6,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
3,6,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
3,6,No,No,1,0,0.0,3,10,9,4,0,No,No,No,No,No,No,No,No,No,No,No,0
3,6,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,288,1.0,1,10,2,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,0,81,6.0,3,10,17,4,0,No,No,No,No,No,No,No,No,No,No,No,1
2,2,No,No,1,0,0.0,3,10,5,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,2,No,No,0,4,1.67,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,4,No,No,1,1523,4.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,7,3.0,1,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,293,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,1313,4.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1368,2.0,3,10,0,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,94,1.5,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,Yes,1,1482,3.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,52,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,7,5,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,1,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,Yes,No,0,18,2.0,2,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,221,5.0,3,10,17,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,25,2.0,3,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,4,No,No,0,356,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,472,1.75,1,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,312,3.0,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,4,No,No,1,25,1.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,210,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1499,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1885,3.5,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,1
2,3,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,491,1.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,363,4.0,3,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1588,4.0,3,30,16,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,1328,2.5,1,10,13,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,978,2.0,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,1191,3.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,188,2.0,1,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,1595,2.0,0,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,811,1.33,1,31,12,5,0,No,No,No,No,No,No,No,No,No,No,No,1
0,4,No,No,0,81,4.5,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,813,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,0,51,2.5,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,4,No,No,0,1,7.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,66,3.0,3,10,11,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,213,1.5,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1203,1.0,0,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,92,4.0,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,0,306,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,151,1.0,0,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,818,2.5,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,1,1016,2.5,3,10,2,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,1,No,No,0,8,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1252,2.0,1,10,16,5,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,Yes,No,0,122,2.0,2,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,1,No,No,1,1746,3.0,1,10,14,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,346,2.5,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1208,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1313,2.5,1,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,1,340,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,0,1596,4.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,1,248,8.0,0,10,11,4,0,No,No,No,No,No,No,No,No,No,No,No,1
2,2,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,1764,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,4,No,No,0,403,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,583,1.0,0,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,0,0,0.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,285,5.0,1,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,4,No,No,0,263,2.6,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,0,1662,2.5,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,4,No,No,0,303,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,5,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,444,5.0,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,1623,6.0,3,10,12,3,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,0,213,4.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,102,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,4,No,No,0,1203,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1160,3.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,59,3.33,3,10,4,3,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,87,1.0,0,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,49,4.0,1,10,7,5,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,94,1.0,0,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,225,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1120,4.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,49,7.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,34,2.0,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,1,No,No,0,271,1.5,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,0,1747,1.27,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,14,3.0,1,10,5,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,1,No,No,1,1254,5.0,3,10,17,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,1,981,3.0,3,10,7,5,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,717,1.5,3,10,12,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,1058,2.0,1,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1335,8.0,3,10,7,4,0,No,No,No,No,No,No,Yes,No,No,No,No,0
1,5,No,No,1,1148,4.0,1,10,1,5,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,0,501,2.67,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1342,3.0,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1298,4.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
2,2,No,No,1,0,0.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,4,No,No,0,255,5.0,3,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1300,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,3,10,0,5,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,0,0,0.0,3,10,6,5,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,3,10,0,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,300,1.0,0,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,9,3.25,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,0,115,5.0,3,10,0,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,1,1007,1.5,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,1570,5.33,1,10,4,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,2069,5.5,3,10,1,5,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,2,No,No,1,0,0.0,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,442,6.0,0,10,10,5,0,No,No,No,No,No,No,No,No,No,No,No,0
0,4,No,No,0,480,1.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,605,2.0,3,10,8,5,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,968,1.25,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,1452,4.0,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,4,5,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1334,2.0,3,10,10,5,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,0,65,5.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,1,454,2.0,0,10,4,5,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,3,10,0,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,4,No,No,1,1097,6.5,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1577,5.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,0,143,1.0,0,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1662,3.0,1,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,1,1142,1.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,305,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,1,1652,4.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,1,1126,1.5,3,10,6,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,179,3.0,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,4,No,No,0,186,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,Yes,No,0,233,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,834,3.5,3,10,9,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,0,50,1.33,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,376,5.0,4,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,1,1104,4.0,3,10,6,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,2,Yes,No,0,297,2.0,2,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,1,1276,3.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,75,2.5,1,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,1,893,5.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,638,4.0,3,10,8,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,938,4.0,0,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,120,5.0,4,10,13,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,1,1047,9.0,3,10,6,5,0,No,No,No,No,No,No,No,No,No,No,No,1
0,1,No,No,0,602,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,168,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,1051,4.0,1,10,9,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,854,4.0,3,10,10,5,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,1762,7.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,4,No,No,1,453,2.0,1,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,1966,6.0,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,1494,2.0,0,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,887,2.5,4,10,9,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,1,59,2.57,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,164,2.0,0,10,0,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1585,2.0,3,10,12,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1169,5.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,1,1425,4.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,1071,8.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
